Date,Open,High,Low,Close,Adj Close,Volume
2016-11-23,617.750000,616.059998,589.830017,606.750000,606.750000,346702
2016-11-24,606.750000,609.390015,583.010010,601.049988,601.049988,358390
2016-11-25,601.049988,604.940002,588.250000,602.440002,602.440002,338618
2016-11-26,602.440002,605.669983,588.590027,597.309998,597.309998,208431
2016-11-27,597.309998,600.489990,588.169983,592.869995,592.869995,161086
2016-11-28,592.869995,613.190002,584.140015,606.109985,606.109985,434571
2016-11-29,606.109985,607.289978,579.590027,590.219971,590.219971,458113
2016-11-30,590.219971,601.989990,585.760010,597.580017,597.580017,302142
2016-12-01,597.580017,604.590027,590.919983,602.219971,602.219971,314599
2016-12-02,602.219971,626.500000,599.979980,611.479980,611.479980,266647
2016-12-03,611.479980,615.580017,600.289978,607.330017,607.330017,186425
2016-12-04,607.330017,613.719971,600.979980,609.159973,609.159973,184826
2016-12-05,609.159973,615.859985,591.960022,597.330017,597.330017,450728
2016-12-06,597.330017,623.570007,590.479980,621.130005,621.130005,348302
2016-12-07,621.130005,616.070007,604.289978,613.030029,613.030029,300860
2016-12-08,613.030029,625.039978,606.530029,619.979980,619.979980,442760
2016-12-09,619.979980,620.599976,610.270020,618.280029,618.280029,322801
2016-12-10,618.280029,624.020020,617.330017,621.049988,621.049988,243045
2016-12-11,621.049988,621.919983,613.320007,616.000000,616.000000,178478
2016-12-12,616.000000,626.520020,614.599976,619.409973,619.409973,338869
2016-12-13,619.409973,628.849976,616.359985,620.789978,620.789978,374428
2016-12-14,620.789978,622.940002,614.909973,619.429993,619.429993,271072
2016-12-15,619.429993,631.729980,617.619995,630.140015,630.140015,360981
2016-12-16,630.140015,634.219971,625.380005,633.109985,633.109985,363992
2016-12-17,633.109985,641.950012,628.919983,639.590027,639.590027,238226
2016-12-18,639.590027,642.080017,631.250000,637.320007,637.320007,138521
2016-12-19,637.320007,645.219971,632.580017,641.289978,641.289978,412972
2016-12-20,641.289978,648.090027,640.450012,648.090027,648.090027,319385
2016-12-21,648.090027,677.510010,647.119995,672.000000,672.000000,402717
2016-12-22,672.000000,717.789978,670.849976,703.919983,703.919983,441048
2016-12-23,703.919983,752.979980,702.010010,752.130005,752.130005,476238
2016-12-24,752.130005,759.049988,719.099976,729.690002,729.690002,266469
2016-12-25,729.690002,739.530029,690.099976,739.419983,739.419983,151702
2016-12-26,739.419983,757.739990,722.760010,739.130005,739.130005,211579
2016-12-27,739.130005,798.640015,732.119995,760.190002,760.190002,353936
2016-12-28,760.190002,799.330017,757.159973,799.330017,799.330017,500766
2016-12-29,799.330017,803.219971,770.929993,794.909973,794.909973,437496
2016-12-30,794.909973,803.770020,751.150024,787.349976,787.349976,367431
2016-12-31,787.349976,792.609985,767.219971,790.059998,790.059998,206075
2017-01-01,790.059998,815.820007,783.299988,809.880005,809.880005,160765
2017-01-02,809.880005,848.070007,800.640015,830.280029,830.280029,391059
2017-01-03,830.280029,846.190002,820.330017,843.489990,843.489990,500256
2017-01-04,843.489990,936.000000,834.640015,914.429993,914.429993,780026
2017-01-05,914.429993,949.989990,720.520020,812.020020,812.020020,966664
2017-01-06,812.020020,844.909973,710.380005,732.059998,732.059998,643628
2017-01-07,732.059998,744.869995,672.700012,739.659973,739.659973,509609
2017-01-08,739.659973,776.000000,733.619995,748.369995,748.369995,318914
2017-01-09,748.369995,754.750000,726.460022,749.049988,749.049988,441318
2017-01-10,749.049988,759.039978,741.940002,750.809998,750.809998,390545
2017-01-11,750.809998,761.789978,633.340027,655.359985,655.359985,771272
2017-01-12,655.359985,695.070007,608.479980,685.580017,685.580017,669354
2017-01-13,685.580017,690.809998,644.789978,683.650024,683.650024,401018
2017-01-14,683.650024,699.830017,675.200012,684.489990,684.489990,282616
2017-01-15,684.489990,692.130005,673.539978,688.280029,688.280029,309017
2017-01-16,688.280029,709.270020,684.799988,703.820007,703.820007,466821
2017-01-17,703.820007,748.690002,693.919983,735.429993,735.429993,623065
2017-01-18,735.429993,742.299988,698.900024,717.299988,717.299988,398221
2017-01-19,717.299988,740.809998,716.760010,732.500000,732.500000,393345
2017-01-20,732.500000,737.859985,721.140015,729.080017,729.080017,349392
2017-01-21,729.080017,754.159973,723.080017,748.630005,748.630005,270416
2017-01-22,748.630005,764.520020,731.390015,748.679993,748.679993,273527
2017-01-23,748.679993,755.919983,737.250000,740.650024,740.650024,353511
2017-01-24,740.650024,749.659973,714.919983,717.539978,717.539978,419660
2017-01-25,717.539978,725.900024,707.679993,711.770020,711.770020,382153
2017-01-26,711.770020,738.869995,708.979980,732.630005,732.630005,412778
2017-01-27,732.630005,742.599976,725.309998,738.020020,738.020020,336261
2017-01-28,738.020020,740.690002,732.880005,738.859985,738.859985,273461
2017-01-29,738.859985,739.950012,727.940002,732.190002,732.190002,223405
2017-01-30,732.190002,742.969971,728.270020,742.780029,742.780029,419358
2017-01-31,742.780029,780.059998,739.169983,773.260010,773.260010,514111
2017-02-01,773.260010,784.989990,767.989990,784.059998,784.059998,594147
2017-02-02,784.059998,817.510010,773.229980,815.969971,815.969971,488856
2017-02-03,815.969971,823.849976,791.419983,815.000000,815.000000,471724
2017-02-04,815.000000,835.979980,805.750000,830.130005,830.130005,305514
2017-02-05,830.130005,832.849976,803.409973,814.359985,814.359985,247085
2017-02-06,814.359985,828.760010,812.700012,826.840027,826.840027,432392
2017-02-07,826.840027,853.710022,819.789978,846.119995,846.119995,565319
2017-02-08,846.119995,856.640015,816.119995,844.760010,844.760010,528140
2017-02-09,844.760010,858.510010,750.010010,797.770020,797.770020,644821
2017-02-10,797.770020,810.960022,773.200012,806.489990,806.489990,461814
2017-02-11,806.489990,822.710022,801.919983,818.280029,818.280029,275872
2017-02-12,818.280029,819.330017,801.840027,811.760010,811.760010,238511
2017-02-13,811.760010,816.960022,790.219971,802.770020,802.770020,397185
2017-02-14,802.770020,818.409973,793.409973,811.630005,811.630005,371960
2017-02-15,811.630005,819.549988,805.650024,815.409973,815.409973,240153
2017-02-16,815.409973,838.450012,813.530029,833.799988,833.799988,165414
2017-02-17,833.799988,858.409973,828.950012,854.570007,854.570007,249405
2017-02-18,854.570007,867.650024,849.950012,856.719971,856.719971,177216
2017-02-19,856.719971,861.260010,845.659973,854.559998,854.559998,160639
2017-02-20,854.559998,879.090027,843.919983,876.580017,876.580017,232038
2017-02-21,876.580017,920.840027,853.599976,918.450012,918.450012,346338
2017-02-22,918.450012,922.210022,888.929993,910.049988,910.049988,251863
2017-02-23,910.049988,958.859985,907.590027,947.130005,947.130005,332915
2017-02-24,947.130005,974.619995,886.760010,957.450012,957.450012,342459
2017-02-25,957.450012,965.409973,902.770020,933.159973,933.159973,247682
2017-02-26,933.159973,954.880005,913.119995,950.719971,950.719971,163458
2017-02-27,950.719971,967.880005,944.869995,960.380005,960.380005,265827
2017-02-28,960.380005,974.340027,947.830017,968.119995,968.119995,222348
2017-03-01,968.119995,1139.510010,960.289978,1001.250000,1001.250000,293340
2017-03-02,1001.250000,1056.890015,982.099976,1028.739990,1028.739990,332046
2017-03-03,1028.739990,1068.579956,1014.919983,1046.719971,1046.719971,400801
2017-03-04,1046.719971,1059.209961,1010.340027,1033.550049,1033.550049,265563
2017-03-05,1033.550049,1042.719971,995.739990,1034.500000,1034.500000,181632
